name,category,osm_type,osm_id,latitude,longitude,map_link,map_preview_link,address,summary,alignment_to_downtown_perks,operating_hours,contact_phone,contact_email,website,specials,deals_offers,events_available,source,last_enriched_utc
Roy and Matías Velázquez Plaza,Wellness / Recreation,way,753804298,30.264114,-97.73181,https://www.openstreetmap.org/way/753804298#map=19/30.264114/-97.731810,https://www.openstreetmap.org/?mlat=30.264114&mlon=-97.731810#map=18/30.264114/-97.731810,"502, Medina Street, Austin, TX, 78702",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Rudolph Gamblin Field,Wellness / Recreation,way,317018364,30.252926,-97.752418,https://www.openstreetmap.org/way/317018364#map=19/30.252926/-97.752418,https://www.openstreetmap.org/?mlat=30.252926&mlon=-97.752418#map=18/30.252926/-97.752418,,Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Sanchez School Park,Wellness / Recreation,way,469467814,30.257075,-97.73506,https://www.openstreetmap.org/way/469467814#map=19/30.257075/-97.735060,https://www.openstreetmap.org/?mlat=30.257075&mlon=-97.735060#map=18/30.257075/-97.735060,"64, Waller Street, Austin, TX, 78702",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,05:00-22:00,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Seaholm Waterfront Park and Table,Wellness / Recreation,way,1012188164,30.265417,-97.75293,https://www.openstreetmap.org/way/1012188164#map=19/30.265417/-97.752930,https://www.openstreetmap.org/?mlat=30.265417&mlon=-97.752930#map=18/30.265417/-97.752930,,Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,sunrise-sunset,,,https://www.austintexas.gov/department/seaholm-waterfront,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Seeger Gymnasium,Wellness / Recreation,way,383346703,30.252585,-97.751692,https://www.openstreetmap.org/way/383346703#map=19/30.252585/-97.751692,https://www.openstreetmap.org/?mlat=30.252585&mlon=-97.751692#map=18/30.252585/-97.751692,"1102, South Congress Ave, TX",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Shoal Beach at Town Lake Metropolitan Park,Wellness / Recreation,relation,13730487,30.265447,-97.751051,https://www.openstreetmap.org/relation/13730487#map=19/30.265447/-97.751051,https://www.openstreetmap.org/?mlat=30.265447&mlon=-97.751051#map=18/30.265447/-97.751051,"707, West Cesar Chavez Street, Austin, TX, 78701",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
SWEAT440,Wellness / Recreation,node,12708690930,30.262403,-97.758266,https://www.openstreetmap.org/node/12708690930#map=19/30.262403/-97.758266,https://www.openstreetmap.org/?mlat=30.262403&mlon=-97.758266#map=18/30.262403/-97.758266,"300, South Lamar Boulevard, Austin, TX, 78704",Wellness / Recreation listing operated by SWEAT440.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,+1-888-507-9328,,https://sweat440.com/gyms/texas/zilker-78704/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Swede Hill Pocket Park,Wellness / Recreation,way,210645254,30.274109,-97.729731,https://www.openstreetmap.org/way/210645254#map=19/30.274109/-97.729731,https://www.openstreetmap.org/?mlat=30.274109&mlon=-97.729731#map=18/30.274109/-97.729731,"907, East 14th Street, Austin, TX, 78702",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
The Circle Greenbelt,Wellness / Recreation,way,1017645356,30.25088,-97.746713,https://www.openstreetmap.org/way/1017645356#map=19/30.250880/-97.746713,https://www.openstreetmap.org/?mlat=30.250880&mlon=-97.746713#map=18/30.250880/-97.746713,"1300, The Circle, Austin, TX, 78704",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
The Old Bakery Bicentennial Square,Wellness / Recreation,way,974462508,30.272447,-97.741655,https://www.openstreetmap.org/way/974462508#map=19/30.272447/-97.741655,https://www.openstreetmap.org/?mlat=30.272447&mlon=-97.741655#map=18/30.272447/-97.741655,,Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Volma Overton Sr. Beach at Town Lake Metro Park,Wellness / Recreation,way,971507719,30.270865,-97.763797,https://www.openstreetmap.org/way/971507719#map=19/30.270865/-97.763797,https://www.openstreetmap.org/?mlat=30.270865&mlon=-97.763797#map=18/30.270865/-97.763797,"1200, West Cesar Chavez Street, Austin, TX, 78703",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Waller Beach at Town Lake Metropolitan Park,Wellness / Recreation,relation,8477377,30.257062,-97.740482,https://www.openstreetmap.org/relation/8477377#map=19/30.257062/-97.740482,https://www.openstreetmap.org/?mlat=30.257062&mlon=-97.740482#map=18/30.257062/-97.740482,"30, East Avenue, Austin, TX, 78701",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Wanderlust Yoga,Wellness / Recreation,node,3764021161,30.26587,-97.741632,https://www.openstreetmap.org/node/3764021161#map=19/30.265870/-97.741632,https://www.openstreetmap.org/?mlat=30.265870&mlon=-97.741632#map=18/30.265870/-97.741632,,Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Waterloo Park,Wellness / Recreation,way,92460015,30.274131,-97.73592,https://www.openstreetmap.org/way/92460015#map=19/30.274131/-97.735920,https://www.openstreetmap.org/?mlat=30.274131&mlon=-97.735920#map=18/30.274131/-97.735920,"500, East 12th Street, Austin, TX, 78701",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Mo-Su 05:00-22:00,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
West Austin Neighborhood Park,Wellness / Recreation,way,210648030,30.276827,-97.757461,https://www.openstreetmap.org/way/210648030#map=19/30.276827/-97.757461,https://www.openstreetmap.org/?mlat=30.276827&mlon=-97.757461#map=18/30.276827/-97.757461,,Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
West Bouldin Creek Greenbelt,Wellness / Recreation,way,89476591,30.256159,-97.759221,https://www.openstreetmap.org/way/89476591#map=19/30.256159/-97.759221,https://www.openstreetmap.org/?mlat=30.256159&mlon=-97.759221#map=18/30.256159/-97.759221,"1200, South 6th Street, Austin, TX, 78704",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Wood Street Park,Wellness / Recreation,way,1425102684,30.272298,-97.751556,https://www.openstreetmap.org/way/1425102684#map=19/30.272298/-97.751556,https://www.openstreetmap.org/?mlat=30.272298&mlon=-97.751556#map=18/30.272298/-97.751556,"702, Wood Street, Austin, TX, 78703",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,"Acquired in 2020, one of Austin's newest parks, expanding access to Shoal Creek.",No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Wooldridge Square Park,Wellness / Recreation,way,187386594,30.272455,-97.745633,https://www.openstreetmap.org/way/187386594#map=19/30.272455/-97.745633,https://www.openstreetmap.org/?mlat=30.272455&mlon=-97.745633#map=18/30.272455/-97.745633,"900, Guadalupe Street, Austin, TX, 78701",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
YMCA,Wellness / Recreation,node,4907640922,30.268858,-97.757078,https://www.openstreetmap.org/node/4907640922#map=19/30.268858/-97.757078,https://www.openstreetmap.org/?mlat=30.268858&mlon=-97.757078#map=18/30.268858/-97.757078,78703,Wellness / Recreation listing operated by YMCA.,Fitness and outdoor activity alignment for resident wellbeing loops,Mo-Fr 05:30-22:00; Sa 07:00-19:00; Su 12:00-18:00,+1-512-542-9622,,http://ymca.net,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Yoga Hom,Wellness / Recreation,node,13269384443,30.265877,-97.743881,https://www.openstreetmap.org/node/13269384443#map=19/30.265877/-97.743881,https://www.openstreetmap.org/?mlat=30.265877&mlon=-97.743881#map=18/30.265877/-97.743881,"3145, Congress Avenue, Austin, TX, 78704",Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Mo-Th 06:00-20:00; Fr 06:00-17:30; Sa 08:00-14:00; Su 09:30-14:00,,,https://www.yogahomaustin.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Zilker Metropolitan Park,Wellness / Recreation,relation,13307353,30.26932,-97.771311,https://www.openstreetmap.org/relation/13307353#map=19/30.269320/-97.771311,https://www.openstreetmap.org/?mlat=30.269320&mlon=-97.771311#map=18/30.269320/-97.771311,,Wellness / Recreation listing in Downtown Austin.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Zilker Park,Wellness / Recreation,way,946120954,30.267682,-97.766574,https://www.openstreetmap.org/way/946120954#map=19/30.267682/-97.766574,https://www.openstreetmap.org/?mlat=30.267682&mlon=-97.766574#map=18/30.267682/-97.766574,"Barton Springs Road, AUSTIN, TX, 78746",Wellness / Recreation listing operated by Austin Parks and Recreation Department.,Fitness and outdoor activity alignment for resident wellbeing loops,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
301 West Ave # 4105,Residential Property,legends_property,301-west-ave-4105-austin-tx-us-78701-3710500,30.267451,-97.750793,https://www.openstreetmap.org/?mlat=30.267451&mlon=-97.750793#map=18/30.267451/-97.750793,"https://www.google.com/maps/search/?api=1&query=30.267451,-97.750793",301 West Ave # 4105,"Experience quiet luxury above the Austin skyline in one of only three residences with this expansive floor plan at The Independent. This rare three bedroom home offers more than 3,000 square feet of refined interior space, complemented by two private balconies and a prized southe","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: For Sale,"Listed: N/A / $19,000.00/MONTH | MLS: 3710500",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 905,Residential Property,legends_property,311-w-5th-st-905-austin-tx-us-78701-4528307,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 905,"Welcome to Residence #905 at The Plaza on Republic Square. Gracefully positioned on the northwest corner, this two-bedroom, two-bath residence captures the beauty of downtown Austin with soft light, sweeping park views, and a gentle architectural curve that defines the home's sig","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,250,000.00 | MLS: 4528307",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
360 Nueces ST # 4305,Residential Property,legends_property,360-nueces-st-4305-austin-tx-us-78701-6332882,30.267029,-97.749595,https://www.openstreetmap.org/?mlat=30.267029&mlon=-97.749595#map=18/30.267029/-97.749595,"https://www.google.com/maps/search/?api=1&query=30.267029,-97.749595",360 Nueces ST # 4305,"MAJOR PRICE REDUCTION TO $1,700,000 SELLER MOTIVATED | MOVE-IN READY Penthouse 4305 at 360 Condominiums is now available at a major price reduction and represents one of the most compelling penthouse opportunities in downtown Austin. Priced at $1,700,000, this residence is now pr","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,700,000.00 | MLS: 6332882",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5TH ST #703,Residential Property,legends_property,311-w-5th-st-703-austin-unit-703-austin-tx-us-78701-2851461,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5TH ST # 703,"Sophistication meets vibrant city living in this one-bedroom, one-bath loft overlooking Republic Square. Soaring ceilings, exposed concrete accents, a chef's kitchen designed for entertaining, and expansive windows fill the home with natural light. The spacious bath offers dual v","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $699,000.00 | MLS: 2851461",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th,Commercial Property,legends_property,311-w-5th,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th #703,Commercial Property listing imported from Legends property export.,District activation opportunities and commercial partnership campaigns,Not listed,,,,Legends listing status: Inactive,Listed: N/A,No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
360 Nueces ST # 4305,Residential Property,legends_property,360-nueces-st-4305-austin-tx-us-78701-1553128,30.267029,-97.749595,https://www.openstreetmap.org/?mlat=30.267029&mlon=-97.749595#map=18/30.267029/-97.749595,"https://www.google.com/maps/search/?api=1&query=30.267029,-97.749595",360 Nueces ST # 4305,"Rising above the energy of downtown Austin, the east-facing penthouse at 360 Condominiums offers a front-row seat to the city&rsquo;s ever-evolving skyline. Walls of windows fill the home with morning light and frame uninterrupted views of Lady Bird Lake, the glittering cityscape","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Pending,"Listed: $1,700,000.00",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 806,Residential Property,legends_property,311-w-5th-st-806-austin-tx-us-78701-5777029,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 806,"Call/Text Emmaline for a Private Tour Plaza Lofts #806 - Fully Furnished Lease Available September 1 | Listing Special ~ One Month Free Move-in ready and fully furnished, this one-bedroom, one-bath residence offers 930 square feet of open-plan living with polished concrete floors","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: N/A / $3,100.00/MONTH | MLS: 5777029",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 1005,Residential Property,legends_property,311-w-5th-st-1005-austin-tx-us-78701-6587967,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 1005,"Republic Square Residence with Iconic Parkside Views. An exceptional corner residence overlooking Republic Square Park in the heart of Austin's most vibrant cultural and residential district. This northwest-facing two-bedroom, two-bath condominium offers panoramic park and skylin","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,150,000.00 | MLS: 6587967",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 1008,Residential Property,legends_property,311-w-5th-st-1008-austin-tx-us-78701-5741882,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 1008,"Experience elevated downtown living at the iconic and exclusive Plaza Lofts. Nestled on the 10th floor, Unit 1008 offers an inspiring blend of industrial charm, modern style and it's priced to sell. Floor-to-ceiling windows frame beautiful views of the downtown skyline, while soa","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: For Sale,"Listed: $699,000.00 | MLS: 5741882",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
505 W 7th ST # 208,Residential Property,legends_property,505-w-7th-st-208-austin-tx-us-78701-9755304,30.270087,-97.74732,https://www.openstreetmap.org/?mlat=30.270087&mlon=-97.747320#map=18/30.270087/-97.747320,"https://www.google.com/maps/search/?api=1&query=30.270087,-97.747320",505 W 7th ST # 208,"Live just steps from everything you love in Austin. This charming one-bedroom condo offers the ideal blend of style, comfort, and unbeatable location in the heart of downtown. Featuring an open floor plan with hardwood floors, a cozy fireplace with built-in shelving, and a kitche","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: N/A / $1,950.00/MONTH | MLS: 9755304",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST W # 902,Residential Property,legends_property,311-w-5th-st-w-902-austin-tx-us-78701-2166147,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST W # 902,"PRICE EDIT Elegant Downtown Loft Overlooking Republic Square Park Live at the intersection of downtown sophistication and timeless design in this stunning 2BD | 2BA corner loft overlooking Republic Square Park. Located in Austin's sought-after Plaza Lofts, Residence #902 offers a","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,325,000.00 | MLS: 2166147",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
505 W 7th ST # 313,Residential Property,legends_property,505-w-7th-st-313-austin-tx-us-78701-6673158,30.270087,-97.74732,https://www.openstreetmap.org/?mlat=30.270087&mlon=-97.747320#map=18/30.270087/-97.747320,"https://www.google.com/maps/search/?api=1&query=30.270087,-97.747320",505 W 7th ST # 313,"Live steps from everything you love in Austin. This newly remodeled one-bedroom condo offers the perfect blend of style and location in the heart of downtown. Enjoy an open floor plan with hardwood floors, a modern kitchen featuring stainless steel appliances and tile backsplash,","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Privately Listed | Privately Listed,"Listed: N/A / $2,100.00/MONTH | MLS: 6673158",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST W # 902,Residential Property,legends_property,311-w-5th-st-w-902-austin-tx-us-78701-6777134,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 902,"Live at the intersection of downtown sophistication and timeless design in this stunning 2BD | 2BA corner loft overlooking Republic Square Park. Located in Austin's sought-after Plaza Lofts, Residence #902 offers an exclusive opportunity to live in a beautifully remodeled corner","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: For Sale,"Listed: $1,325,000.00 / $7,500.00/MONTH",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 807,Residential Property,legends_property,311-w-5th-st-807-austin-tx-us-78701-9178030,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 807,"Refined Urban Living in the Heart of the Warehouse District. Situated across from Republic Square Park, this expansive 1-bedroom, 1.5-bath residence offers 1,243 square feet of sophisticated living space--far exceeding the typical downtown rental. Positioned adjacent to Hotel ZaZ","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: N/A / $4,100.00/MONTH | MLS: 9178030",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 807,Residential Property,legends_property,311-w-5th-st-807-austin-tx-us-78701-4502394,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 807,"Modern Loft with City Views in the Warehouse District. This north-facing 8th-floor residence at The Plaza Lofts is priced to sell and the perfect pied-a-terre, blending industrial style with urban sophistication. Located across from Republic Square Park in the heart of the Wareho","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $725,000.00 | MLS: 4502394",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
360 Nueces ST # 4305,Residential Property,legends_property,360-nueces-st-4305-austin-tx-us-78701,30.267029,-97.749595,https://www.openstreetmap.org/?mlat=30.267029&mlon=-97.749595#map=18/30.267029/-97.749595,"https://www.google.com/maps/search/?api=1&query=30.267029,-97.749595",360 Nueces ST # 4305,"This east-facing penthouse at the prestigious 360 Condominiums presents an extraordinary opportunity to own a premier residence in Downtown Austin at exceptional value. Now offered at $1,799,999, this home is priced below the seller&rsquo;s acquisition cost and offers 2,070 squar","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: MLS 9929677 | MLS 9929677,"Listed: $1,799,999.00",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST W # 902,Residential Property,legends_property,311-w-5th-st-w-902-austin-tx-us-78701-6477661,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST W # 902,"PRICE IMPROVEMENT Elegant Downtown Loft with Stunning Views and Refined Living Welcome to this exquisite 2-bedroom, 2-bathroom corner loft at Plaza Lofts, a masterpiece of modern sophistication and urban convenience. Expansive Manhattan-inspired layout to enjoy the grandeur of 11","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,375,000.00",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
301 West Ave # 4105,Residential Property,legends_property,301-west-ave-4105-austin-tx-us-78701-9353375,30.267451,-97.750793,https://www.openstreetmap.org/?mlat=30.267451&mlon=-97.750793#map=18/30.267451/-97.750793,"https://www.google.com/maps/search/?api=1&query=30.267451,-97.750793",301 West Ave # 4105,"Experience quiet luxury above the Austin skyline in one of only three residences with this expansive layout at The Independent. A rare three-bedroom offering more than 3,000 square feet, including two balconies. This southeast-facing home balances minimalist design and effortless","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Privately Listed For Sale | Privately Listed For Sale,"Listed: N/A / $19,000.00/MONTH",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
360 Nueces ST # 4305,Residential Property,legends_property,360-nueces-st-4305-austin-tx-us-78701-4809817,30.267029,-97.749595,https://www.openstreetmap.org/?mlat=30.267029&mlon=-97.749595#map=18/30.267029/-97.749595,"https://www.google.com/maps/search/?api=1&query=30.267029,-97.749595",360 Nueces ST # 4305,"Motivated Seller &ndash; Exceptional Value for a Downtown Austin Penthouse This exclusive offering at the coveted 360 Condominiums is unmatched: no other property in Downtown Austin combines penthouse living, Lady Bird Lake and city views, home automation, premium parking, and ov","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: $1,950,000.00",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
311 W 5th ST # 806,Residential Property,legends_property,311-w-5th-st-806-austin-tx-us-78701-9204639,30.267885,-97.7465,https://www.openstreetmap.org/?mlat=30.267885&mlon=-97.746500#map=18/30.267885/-97.746500,"https://www.google.com/maps/search/?api=1&query=30.267885,-97.746500",311 W 5th ST # 806,"NEW PRICE! Perfectly located and beautifully furnished luxury lease in the Plaza Lofts downtown Austin with city and hill country views. The location is ideal for this north-facing 1BD | 1BA condo in the heart of downtown Austin, Texas. It is within walking distance to downtown o","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: N/A / $3,100.00/MONTH | MLS: 9204639",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
360 Nueces ST # 2601,Residential Property,legends_property,360-nueces-st-2601-austin-tx-us-78701-3862590,30.267029,-97.749595,https://www.openstreetmap.org/?mlat=30.267029&mlon=-97.749595#map=18/30.267029/-97.749595,"https://www.google.com/maps/search/?api=1&query=30.267029,-97.749595",360 Nueces ST # 2601,"Enjoy breathtaking views of the downtown Austin skyline, Lady Bird Lake, and the hill country from this SE corner unit featuring floor-to-ceiling windows. This beautiful and true one-bedroom residence includes a private balcony and one reserved secure garage parking space. The op","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,"Listed: N/A / $2,650.00/MONTH | MLS: 3862590",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
Four Seasons,Residential Property,legends_property,four-seasons,30.26162,-97.74226,https://www.openstreetmap.org/?mlat=30.261620&mlon=-97.742260#map=18/30.261620/-97.742260,"https://www.google.com/maps/search/?api=1&query=30.261620,-97.742260","98 San Jacinto Boulevard, Unit 2004","Immerse yourself in the embodiment of luxury and cool sophistication at the Four Seasons Residences in Austin, TX, where style meets the allure of the &rdquo;Live Music Capital of the World.&rdquo; This distinguished 20th-floor residence offers breathtaking panoramic views of Lad","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Inactive,Listed: N/A,No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
301 West Ave Unit: 4105,Residential Property,legends_property,301-west-ave-unit-4105-austin-tx-78701-4052105,30.267451,-97.750793,https://www.openstreetmap.org/?mlat=30.267451&mlon=-97.750793#map=18/30.267451/-97.750793,"https://www.google.com/maps/search/?api=1&query=30.267451,-97.750793",301 West Ave # 4105,"New Year, New Lease Listing! Experience the finest in Downtown Austin living today in this highly desired C4-B floor plan in The Independent, one of only three residences with this large open living space that truly lives like a home. Once you step inside, you'll experience all t","Resident onboarding, building-level perks, and local engagement",Not listed,,,,Legends listing status: Pocket Listing,"Listed: N/A / $19,000.00/MONTH",No public event listing in source data,Legends Property Export (2026-02-27),2026-02-27T15:25:32Z
